予約番号,実施日,提供会場枝番,明細枝番,予約宴会名称,主会場ｺｰﾄﾞ,ﾊﾟｯｹｰｼﾞ科目ｺｰﾄﾞ,ﾊﾟｯｹｰｼﾞ科目名称,ﾊﾟｯｹｰｼﾞ商品ｺｰﾄﾞ,ﾊﾟｯｹｰｼﾞ商品名称,科目ｺｰﾄﾞ,科目名称,商品ｺｰﾄﾞ,商品名称,単価,数量,請求金額(GROSS),請求金額(NET),請求金額(ｻｰﾋﾞｽ料),請求金額(消費税),割引名称,割引率,割引金額
"34761","2027/07/02","1","1","足立工業株式会社","260"," ",""," ","","R01","会場料収入","0018","鶴","248100.0000","1","198480.0000","180437.0000","0.0000","18043.0000","割引","0.00","49620.0000"
"34761","2027/07/02","1","2","足立工業株式会社","260"," ",""," ","","M02","内部オプション(会議備品)","0011","会場内吊看板(外注,600×3600)","30250.0000","1","30250.0000","27500.0000","0.0000","2750.0000","","0.00","0.0000"
"34761","2027/07/02","1","3","足立工業株式会社","260"," ",""," ","","M02","内部オプション(会議備品)","0015","式次第(外注,900×1800)","30250.0000","2","60500.0000","55000.0000","0.0000","5500.0000","","0.00","0.0000"
"34761","2027/07/02","1","4","足立工業株式会社","260"," ",""," ","","M02","内部オプション(会議備品)","0099","ステージ","3300.0000","3","9900.0000","9000.0000","0.0000","900.0000","","0.00","0.0000"
"34761","2027/07/02","1","7","足立工業株式会社","260"," ",""," ","","M10","ミスク(会議ミスク)","0001","ダンボール処分費","1210.0000","1","1210.0000","1100.0000","0.0000","110.0000","","0.00","0.0000"
"34816","2027/08/27","1","11","住友理工労働組合","260"," ",""," ","","R01","会場料収入","0018","鶴","473000.0000","1","428640.0000","389673.0000","0.0000","38967.0000","割引","0.00","44360.0000"
"34816","2027/08/27","1","12","住友理工労働組合","260"," ",""," ","","M02","内部オプション(会議備品)","0004","マイク","2200.0000","3","0.0000","0.0000","0.0000","0.0000","割引","100.00","6600.0000"
"34816","2027/08/27","1","13","住友理工労働組合","260"," ",""," ","","M02","内部オプション(会議備品)","0099","LAN回線使用料(無線ルーター)","11000.0000","1","5500.0000","5000.0000","0.0000","500.0000","割引","50.00","5500.0000"
"34816","2027/08/27","1","15","住友理工労働組合","260"," ",""," ","","M02","内部オプション(会議備品)","0099","演台","5500.0000","1","0.0000","0.0000","0.0000","0.0000","割引","100.00","5500.0000"
"34816","2027/08/27","1","16","住友理工労働組合","260"," ",""," ","","R01","会場料収入","0027","伏見","20400.0000","1","20400.0000","18546.0000","0.0000","1854.0000","","0.00","0.0000"
"34816","2027/08/27","1","18","住友理工労働組合","260"," ",""," ","","R01","会場料収入","0018","鶴","319000.0000","1","319000.0000","290000.0000","0.0000","29000.0000","","0.00","0.0000"
"34849","2027/06/26","1","1","日本ローカルネットワークシステム協同組合","260"," ",""," ","","R01","会場料収入","0018","鶴","177200.0000","1","177200.0000","161091.0000","0.0000","16109.0000","","0.00","0.0000"
"34849","2027/06/26","1","2","日本ローカルネットワークシステム協同組合","260"," ",""," ","","M02","内部オプション(会議備品)","0004","マイク","2200.0000","2","4400.0000","4000.0000","0.0000","400.0000","","0.00","0.0000"
"34849","2027/06/26","1","3","日本ローカルネットワークシステム協同組合","260"," ",""," ","","M02","内部オプション(会議備品)","0028","プロジェクター(5500lm)","33000.0000","2","66000.0000","60000.0000","0.0000","6000.0000","","0.00","0.0000"
"34849","2027/06/26","1","4","日本ローカルネットワークシステム協同組合","260"," ",""," ","","M02","内部オプション(会議備品)","0011","会場内吊看板(外注,600×3600)","30250.0000","1","30250.0000","27500.0000","0.0000","2750.0000","","0.00","0.0000"
"34849","2027/06/26","1","5","日本ローカルネットワークシステム協同組合","260"," ",""," ","","M02","内部オプション(会議備品)","0035","インターネット回線使用料","5500.0000","1","5500.0000","5000.0000","0.0000","500.0000","","0.00","0.0000"
"34849","2027/06/26","1","6","日本ローカルネットワークシステム協同組合","260"," ",""," ","","M02","内部オプション(会議備品)","0066","ステージ(1200×2400)","3300.0000","5","16500.0000","15000.0000","0.0000","1500.0000","","0.00","0.0000"
"34849","2027/06/26","1","7","日本ローカルネットワークシステム協同組合","260"," ",""," ","","M02","内部オプション(会議備品)","0062","水差し・おしぼりセット","550.0000","2","1100.0000","1000.0000","0.0000","100.0000","","0.00","0.0000"
"34849","2027/06/26","1","8","日本ローカルネットワークシステム協同組合","260"," ",""," ","","M02","内部オプション(会議備品)","0098","スクリーン(3000×2300)","16500.0000","2","33000.0000","30000.0000","0.0000","3000.0000","","0.00","0.0000"
"34849","2027/06/26","1","9","日本ローカルネットワークシステム協同組合","260"," ",""," ","","B02","会議お飲物","0008","ペットボトル持込料金","110.0000","190","10450.0000","8637.0000","863.0000","950.0000","割引","50.00","10450.0000"
"34849","2027/06/26","1","10","日本ローカルネットワークシステム協同組合","260"," ",""," ","","R01","会場料収入","0019","紬","151200.0000","1","151200.0000","137455.0000","0.0000","13745.0000","","0.00","0.0000"
"34849","2027/06/26","1","11","日本ローカルネットワークシステム協同組合","260"," ",""," ","","M02","内部オプション(会議備品)","0034","延長コード","275.0000","16","4400.0000","4000.0000","0.0000","400.0000","","0.00","0.0000"
"34849","2027/06/26","1","12","日本ローカルネットワークシステム協同組合","260"," ",""," ","","M02","内部オプション(会議備品)","0099","セルフ水コーナー","12100.0000","1","12100.0000","11000.0000","0.0000","1100.0000","","0.00","0.0000"
"34849","2027/06/26","1","13","日本ローカルネットワークシステム協同組合","260"," ",""," ","","R01","会場料収入","0025","橘","43700.0000","1","43700.0000","39728.0000","0.0000","3972.0000","","0.00","0.0000"
"34849","2027/06/26","1","14","日本ローカルネットワークシステム協同組合","260"," ",""," ","","M02","内部オプション(会議備品)","0003","スクリーン(3000×2400)","17600.0000","1","17600.0000","16000.0000","0.0000","1600.0000","","0.00","0.0000"
"34849","2027/06/26","1","15","日本ローカルネットワークシステム協同組合","260"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2000.0000","158","316000.0000","261158.0000","26115.0000","28727.0000","","0.00","0.0000"
"34849","2027/06/26","9999","16","日本ローカルネットワークシステム協同組合","260","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","7420.0000","168","1246560.0000","1032528.0000","100800.0000","113232.0000","","0.00","0.0000"
"34849","2027/06/26","1","16","日本ローカルネットワークシステム協同組合","260","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","7260.0000","168","1219680.0000","1008000.0000","100800.0000","110880.0000","","0.00","0.0000"
"34849","2027/06/26","1","16","日本ローカルネットワークシステム協同組合","260","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","168","26880.0000","24528.0000","0.0000","2352.0000","","0.00","0.0000"
"34947","2027/06/02","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"34947","2027/06/02","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"34948","2027/06/09","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"34948","2027/06/09","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"34949","2027/06/16","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"34949","2027/06/16","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"34950","2027/06/23","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"34950","2027/06/23","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"34951","2027/06/30","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"34951","2027/06/30","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"34992","2027/07/07","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"34992","2027/07/07","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"34993","2027/07/14","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"34993","2027/07/14","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"34994","2027/07/21","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
