予約番号,実施日,提供会場枝番,明細枝番,予約宴会名称,主会場ｺｰﾄﾞ,ﾊﾟｯｹｰｼﾞ科目ｺｰﾄﾞ,ﾊﾟｯｹｰｼﾞ科目名称,ﾊﾟｯｹｰｼﾞ商品ｺｰﾄﾞ,ﾊﾟｯｹｰｼﾞ商品名称,科目ｺｰﾄﾞ,科目名称,商品ｺｰﾄﾞ,商品名称,単価,数量,請求金額(GROSS),請求金額(NET),請求金額(ｻｰﾋﾞｽ料),請求金額(消費税),割引名称,割引率,割引金額
"33931","2027/09/04","9","1","名古屋国税職員労働組合　第　回定期大会","260"," ",""," ","","R01","会場料収入","0017","鶴(2)","7595.0000","1","7595.0000","6905.0000","0.0000","690.0000","","0.00","0.0000"
"33931","2027/09/04","9","2","名古屋国税職員労働組合　第　回定期大会","260"," ",""," ","","R01","会場料収入","0019","紬","7595.0000","1","7595.0000","6905.0000","0.0000","690.0000","","0.00","0.0000"
"33931","2027/09/04","9","3","名古屋国税職員労働組合　第　回定期大会","260"," ",""," ","","R01","会場料収入","0017","鶴(2)","340400.0000","1","204240.0000","185673.0000","0.0000","18567.0000","割引","40.00","136160.0000"
"33931","2027/09/04","9","4","名古屋国税職員労働組合　第　回定期大会","260"," ",""," ","","M02","内部オプション(会議備品)","0012","会場内吊看板　板のみ(600×3600","1100.0000","2","2200.0000","2000.0000","0.0000","200.0000","","0.00","0.0000"
"33931","2027/09/04","9","5","名古屋国税職員労働組合　第　回定期大会","260"," ",""," ","","M10","ミスク(会議ミスク)","0014","食事用ペットボトルお茶(500ml)","363.0000","3","1089.0000","990.0000","0.0000","99.0000","","0.00","0.0000"
"33931","2027/09/04","9","6","名古屋国税職員労働組合　第　回定期大会","260"," ",""," ","","M10","ミスク(会議ミスク)","0009","アイスコーヒー","550.0000","8","4400.0000","4000.0000","0.0000","400.0000","","0.00","0.0000"
"33931","2027/09/04","9","7","名古屋国税職員労働組合　第　回定期大会","260"," ",""," ","","M10","ミスク(会議ミスク)","0016","水セット","11011.0000","1","11011.0000","10010.0000","0.0000","1001.0000","","0.00","0.0000"
"33931","2027/09/04","9","8","名古屋国税職員労働組合　第　回定期大会","260"," ",""," ","","M10","ミスク(会議ミスク)","0004","土産(外注)","3850.0000","3","11550.0000","10500.0000","0.0000","1050.0000","","0.00","0.0000"
"33931","2027/09/04","9","9","名古屋国税職員労働組合　第　回定期大会","260"," ",""," ","","R01","会場料収入","0019","紬","465300.0000","1","279180.0000","253800.0000","0.0000","25380.0000","割引","40.00","186120.0000"
"33931","2027/09/04","9","10","名古屋国税職員労働組合　第　回定期大会","260"," ",""," ","","R01","会場料収入","0024","楓","207500.0000","1","124500.0000","113182.0000","0.0000","11318.0000","割引","40.00","83000.0000"
"33931","2027/09/04","9","11","名古屋国税職員労働組合　第　回定期大会","260"," ",""," ","","R01","会場料収入","0025","橘","98200.0000","1","58920.0000","53564.0000","0.0000","5356.0000","割引","40.00","39280.0000"
