予約番号,実施日,提供会場枝番,明細枝番,予約宴会名称,主会場ｺｰﾄﾞ,ﾊﾟｯｹｰｼﾞ科目ｺｰﾄﾞ,ﾊﾟｯｹｰｼﾞ科目名称,ﾊﾟｯｹｰｼﾞ商品ｺｰﾄﾞ,ﾊﾟｯｹｰｼﾞ商品名称,科目ｺｰﾄﾞ,科目名称,商品ｺｰﾄﾞ,商品名称,単価,数量,請求金額(GROSS),請求金額(NET),請求金額(ｻｰﾋﾞｽ料),請求金額(消費税),割引名称,割引率,割引金額
"28265","2025/03/01","9999","1","互彩会","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","6210.0000","140","869400.0000","720440.0000","70000.0000","78960.0000","","0.00","0.0000"
"28265","2025/03/01","1","1","互彩会","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","6050.0000","140","847000.0000","700000.0000","70000.0000","77000.0000","","0.00","0.0000"
"28265","2025/03/01","1","1","互彩会","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","140","22400.0000","20440.0000","0.0000","1960.0000","","0.00","0.0000"
"28265","2025/03/01","1","2","互彩会","170"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2000.0000","140","280000.0000","231406.0000","23140.0000","25454.0000","","0.00","0.0000"
"28265","2025/03/01","2","3","互彩会","170"," ",""," ","","M10","ミスク(会議ミスク)","0007","チャーム","3300.0000","8","26400.0000","24000.0000","0.0000","2400.0000","","0.00","0.0000"
"28265","2025/03/01","2","4","互彩会","170"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2000.0000","60","120000.0000","99174.0000","9917.0000","10909.0000","","0.00","0.0000"
"28266","2025/03/01","9999","1","トヨタ押さえ","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","6210.0000","90","558900.0000","463140.0000","45000.0000","50760.0000","","0.00","0.0000"
"28266","2025/03/01","1","1","トヨタ押さえ","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","6050.0000","90","544500.0000","450000.0000","45000.0000","49500.0000","","0.00","0.0000"
"28266","2025/03/01","1","1","トヨタ押さえ","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","90","14400.0000","13140.0000","0.0000","1260.0000","","0.00","0.0000"
"28266","2025/03/01","1","2","トヨタ押さえ","200"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2000.0000","90","180000.0000","148761.0000","14876.0000","16363.0000","","0.00","0.0000"
"28266","2025/03/01","2","3","トヨタ押さえ","200"," ",""," ","","M10","ミスク(会議ミスク)","0007","チャーム","3300.0000","3","9900.0000","9000.0000","0.0000","900.0000","","0.00","0.0000"
"28268","2025/03/01","1","1","トヨタ押さえ","350"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2000.0000","20","40000.0000","33059.0000","3305.0000","3636.0000","","0.00","0.0000"
"28268","2025/03/01","1","2","トヨタ押さえ","350"," ",""," ","","M10","ミスク(会議ミスク)","0007","チャーム","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"28269","2025/03/08","9999","1","トヨタ押さえ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","6210.0000","140","869400.0000","720440.0000","70000.0000","78960.0000","","0.00","0.0000"
"28269","2025/03/08","1","1","トヨタ押さえ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","6050.0000","140","847000.0000","700000.0000","70000.0000","77000.0000","","0.00","0.0000"
"28269","2025/03/08","1","1","トヨタ押さえ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","140","22400.0000","20440.0000","0.0000","1960.0000","","0.00","0.0000"
"28269","2025/03/08","1","2","トヨタ押さえ","170"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2000.0000","140","280000.0000","231406.0000","23140.0000","25454.0000","","0.00","0.0000"
"28269","2025/03/08","2","3","トヨタ押さえ","170"," ",""," ","","M10","ミスク(会議ミスク)","0007","チャーム","3300.0000","8","26400.0000","24000.0000","0.0000","2400.0000","","0.00","0.0000"
"28269","2025/03/08","2","4","トヨタ押さえ","170"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2000.0000","80","160000.0000","132232.0000","13223.0000","14545.0000","","0.00","0.0000"
"28270","2025/03/15","9999","1","大豊工業㈱工長会　※幹事15:30/受付(1F玄関)16:30/総会18:00/宴会18:30","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","8630.0000","85","733550.0000","607410.0000","59500.0000","66640.0000","","0.00","0.0000"
"28270","2025/03/15","1","1","大豊工業㈱工長会　※幹事15:30/受付(1F玄関)16:30/総会18:00/宴会18:30","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","8470.0000","85","719950.0000","595000.0000","59500.0000","65450.0000","","0.00","0.0000"
"28270","2025/03/15","1","1","大豊工業㈱工長会　※幹事15:30/受付(1F玄関)16:30/総会18:00/宴会18:30","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","85","13600.0000","12410.0000","0.0000","1190.0000","","0.00","0.0000"
"28270","2025/03/15","1","2","大豊工業㈱工長会　※幹事15:30/受付(1F玄関)16:30/総会18:00/宴会18:30","200"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2200.0000","85","187000.0000","154546.0000","15454.0000","17000.0000","","0.00","0.0000"
"28270","2025/03/15","1","3","大豊工業㈱工長会　※幹事15:30/受付(1F玄関)16:30/総会18:00/宴会18:30","200"," ",""," ","","M06","外部オプション(コンパ)","0004","コンパニオンお持込料","1760.0000","20","35200.0000","32000.0000","0.0000","3200.0000","","0.00","0.0000"
"28270","2025/03/15","2","7","大豊工業㈱工長会　※幹事15:30/受付(1F玄関)16:30/総会18:00/宴会18:30","200"," ",""," ","","M11","ミスク(宴会ミスク)","0016","チャーム","4840.0000","5","24200.0000","22000.0000","0.0000","2200.0000","","0.00","0.0000"
"28270","2025/03/15","2","8","大豊工業㈱工長会　※幹事15:30/受付(1F玄関)16:30/総会18:00/宴会18:30","200"," ",""," ","","R02","会場料収入(宴会)","0002","竹","52700.0000","1","52700.0000","47910.0000","0.0000","4790.0000","","0.00","0.0000"
"28270","2025/03/15","1","9","大豊工業㈱工長会　※幹事15:30/受付(1F玄関)16:30/総会18:00/宴会18:30","200"," ",""," ","","M03","内部オプション(宴会備品)","0017","会場内吊看板　ﾎﾃﾙ作成(450×360","12100.0000","1","12100.0000","11000.0000","0.0000","1100.0000","","0.00","0.0000"
"28270","2025/03/15","1","10","大豊工業㈱工長会　※幹事15:30/受付(1F玄関)16:30/総会18:00/宴会18:30","200"," ",""," ","","M11","ミスク(宴会ミスク)","0011","土産(ホテル)","5500.0000","5","27500.0000","25000.0000","0.0000","2500.0000","","0.00","0.0000"
"28270","2025/03/15","1","11","大豊工業㈱工長会　※幹事15:30/受付(1F玄関)16:30/総会18:00/宴会18:30","200"," ",""," ","","R02","会場料収入(宴会)","0003","松","82300.0000","1","41150.0000","37410.0000","0.0000","3740.0000","割引","50.00","41150.0000"
