予約番号,実施日,提供会場枝番,明細枝番,予約宴会名称,主会場ｺｰﾄﾞ,ﾊﾟｯｹｰｼﾞ科目ｺｰﾄﾞ,ﾊﾟｯｹｰｼﾞ科目名称,ﾊﾟｯｹｰｼﾞ商品ｺｰﾄﾞ,ﾊﾟｯｹｰｼﾞ商品名称,科目ｺｰﾄﾞ,科目名称,商品ｺｰﾄﾞ,商品名称,単価,数量,請求金額(GROSS),請求金額(NET),請求金額(ｻｰﾋﾞｽ料),請求金額(消費税),割引名称,割引率,割引金額
"32146","2026/11/07","1","1","鍛造部SX会・EX会　合同懇親会　※たたみ","170"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2200.0000","104","228800.0000","189091.0000","18909.0000","20800.0000","","0.00","0.0000"
"32146","2026/11/07","1","2","鍛造部SX会・EX会　合同懇親会　※たたみ","170"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2200.0000","20","44000.0000","36364.0000","3636.0000","4000.0000","","0.00","0.0000"
"32146","2026/11/07","1","3","鍛造部SX会・EX会　合同懇親会　※たたみ","170"," ",""," ","","M03","内部オプション(宴会備品)","0002","ワイヤレスマイク(ご宴会)","3300.0000","2","0.0000","0.0000","0.0000","0.0000","割引","100.00","6600.0000"
"32146","2026/11/07","1","4","鍛造部SX会・EX会　合同懇親会　※たたみ","170"," ",""," ","","M03","内部オプション(宴会備品)","0004","司会台(ご宴会)","3300.0000","1","3300.0000","3000.0000","0.0000","300.0000","","0.00","0.0000"
"32146","2026/11/07","1","5","鍛造部SX会・EX会　合同懇親会　※たたみ","170"," ",""," ","","R02","会場料収入(宴会)","0018","富士","125300.0000","1","87710.0000","79737.0000","0.0000","7973.0000","割引","30.00","37590.0000"
"32146","2026/11/07","1","6","鍛造部SX会・EX会　合同懇親会　※たたみ","170"," ",""," ","","M06","外部オプション(コンパ)","0004","コンパニオンお持込料","1760.0000","20","35200.0000","32000.0000","0.0000","3200.0000","","0.00","0.0000"
"32146","2026/11/07","1","7","鍛造部SX会・EX会　合同懇親会　※たたみ","170"," ",""," ","","X03","宿泊(見積/ダミー明細用)","0001","ご宿泊(1泊朝食SGL)","11000.0000","104","1144000.0000","1040000.0000","0.0000","104000.0000","","0.00","0.0000"
"32146","2026/11/07","9999","8","鍛造部SX会・EX会　合同懇親会　※たたみ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","6210.0000","104","645840.0000","535184.0000","52000.0000","58656.0000","","0.00","0.0000"
"32146","2026/11/07","1","8","鍛造部SX会・EX会　合同懇親会　※たたみ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","6050.0000","104","629200.0000","520000.0000","52000.0000","57200.0000","","0.00","0.0000"
"32146","2026/11/07","1","8","鍛造部SX会・EX会　合同懇親会　※たたみ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","104","16640.0000","15184.0000","0.0000","1456.0000","","0.00","0.0000"
"32147","2026/11/07","9999","1","大豊工業㈱課長会　11/7or11/14","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","6210.0000","80","496800.0000","411680.0000","40000.0000","45120.0000","","0.00","0.0000"
"32147","2026/11/07","1","1","大豊工業㈱課長会　11/7or11/14","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","6050.0000","80","484000.0000","400000.0000","40000.0000","44000.0000","","0.00","0.0000"
"32147","2026/11/07","1","1","大豊工業㈱課長会　11/7or11/14","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","80","12800.0000","11680.0000","0.0000","1120.0000","","0.00","0.0000"
"32147","2026/11/07","1","2","大豊工業㈱課長会　11/7or11/14","200"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2200.0000","80","176000.0000","145455.0000","14545.0000","16000.0000","","0.00","0.0000"
"32147","2026/11/07","1","3","大豊工業㈱課長会　11/7or11/14","200"," ",""," ","","R02","会場料収入(宴会)","0003","松","83270.0000","1","41635.0000","37850.0000","0.0000","3785.0000","割引","50.00","41635.0000"
"32330","2026/11/07","9999","2","東海・的山大島会","280","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","4840.0000","46","222640.0000","184000.0000","18400.0000","20240.0000","","0.00","0.0000"
"32330","2026/11/07","1","2","東海・的山大島会","280","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","4840.0000","46","222640.0000","184000.0000","18400.0000","20240.0000","","0.00","0.0000"
